,fg3a_heave,dbpm,pts_per_poss,fg2a_per_poss,ft_pct,usg_pct,fg3_pct,gs,pct_fga_00_03,tov_per_g,pos,ows,ws,ast_per_g,fg3a_pct_fga,fga_per_poss,fg3_per_g,vorp,fg2_pct,tov_per_poss,fg2_pct_ast,per,mp,fg2a_per_g,off_rtg,stl_per_g,team_id,pts_per_g,pf_per_poss,fg_pct_16_xx,fg3a_per_fga_pct,pct_fga_03_10,blk_per_g,ws_per_48,drb_per_g,fg3_heave,fg3_per_poss,orb_per_g,stl_per_poss,fg_pct,fta_per_fga_pct,fg2a_pct_fga,pct_fg3a_corner,fg_pct_00_03,fg3_pct_ast,stl_pct,fg3a_per_g,ast_pct,mp_per_g,efg_pct,dws,orb_per_poss,blk_pct,trb_per_poss,age,ast_per_poss,avg_dist,year,fg_pct_10_16,fga_per_g,blk_per_poss,fg2_per_poss,fg3_pct_corner,fg3a_per_poss,drb_per_poss,ts_pct,ft_per_g,fg_pct_03_10,fg2_per_g,fg_per_g,bpm,g,trb_pct,ft_per_poss,lg_id,drb_pct,def_rtg,orb_pct,fg2_dunk,tov_pct,fta_per_poss,pf_per_g,name,fta_per_g,obpm,pct_fga_10_16,trb_per_g,pct_fg2_dunk,pct_fga_16_xx,fg_per_poss,allstar
865,0,-2.7,15.5,12.3,0.5,19.7,0.364,0,0.286,0.9,PG,-0.1,-0.1,1.3,0.262,16.7,0.3,-0.2,0.419,5.6,0.077,5.8,124,2.1,89,0.3,HOU,2.6,7.9,0,0.262,0.357,0,-0.035,0.5,0,1.6,0.3,2,0.405,0.048,0.738,0,0.667,0.5,2,0.7,23.1,8.3,0.452,0.1,1.6,0,4.4,22,7.9,11,2016-17,,2.8,0,5.2,,4.4,2.8,0.455,0.1,0.333,0.9,1.1,-7.4,15,5,0.4,NBA,6.4,112,3.7,0,24.6,0.8,1.3,Tyler Ennis,0.1,-4.7,0,0.7,0,0.095,6.8,0
873,0,1.9,13.4,14.5,0.75,21.7,0.5,0,0.2,2,PG,-0.1,-0.1,2.7,0.133,16.8,0.3,0,0.231,6.7,0.333,6.6,45,4.3,77,0.7,CHI,4,6.7,,0.133,0.333,0.7,-0.071,2,0,1.1,1,2.2,0.267,0.267,0.867,0,0,1,2.2,0.7,25.2,15,0.3,0.1,3.4,3.4,10.1,25,8.9,10,2016-17,0,5,2.2,3.4,,2.2,6.7,0.358,1,0.6,1,1.3,-4.7,3,10.5,3.4,NBA,13.9,102,7,0,26.4,4.5,2,Michael Carter-Williams,1.3,-6.6,0.333,3,0,0,4.5,0
880,0,-3.2,23,18.9,0.9,28.3,0.4,1,0.313,3,PG,-0.1,-0.1,4.3,0.156,22.4,0.7,-0.1,0.333,6.3,0.222,9.5,71,9,89,0,PHI,11,2.8,0,0.156,0.094,0,-0.067,3,0,1.4,1,0,0.344,0.313,0.844,0,0.7,0,0,1.7,31,23.7,0.375,0,2.1,0,8.4,28,9.1,11.9,2016-17,0.125,10.7,0,6.3,,3.5,6.3,0.453,3,0.333,3,3.7,-7.7,3,9.2,6.3,NBA,13.7,114,4.6,0,19.8,7,1.3,Jerryd Bayless,3.3,-4.5,0.25,4,0,0.188,7.7,0
884,0,5.4,31.7,18.9,0.773,28,0.239,20,0.545,3.4,SG,1.9,3.4,6.1,0.149,22.2,0.6,2.1,0.569,4.8,0.456,27.1,689,13.1,114,2.2,MIL,22,5.5,0.406,0.149,0.14,2.3,0.235,7.3,0,0.8,1.6,3.1,0.519,0.458,0.851,0.109,0.72,0.818,3.1,2.3,31.1,34.5,0.537,1.5,2.3,5.8,12.8,22,8.8,8,2016-17,0.105,15.4,3.2,10.7,0,3.3,10.5,0.595,5.5,0.302,7.5,8,10,20,14.1,7.8,NBA,22.5,97,5.2,49,15.3,10.1,3.8,Giannis Antetokounmpo,7.1,4.6,0.062,8.9,0.169,0.104,11.5,0
888,1,-0.9,12.6,5.4,0.75,14.7,0.278,0,0.033,0.4,SG,0,0,0.9,0.6,13.5,0.4,0,0.417,2.7,0.6,8,111,0.9,94,0.3,NYK,2,4.9,0.5,0.6,0,0,0.013,1.5,0,2.2,0.1,1.8,0.333,0.133,0.4,0.111,0,1,1.8,1.3,15.9,7.9,0.417,0.1,0.9,0,10.3,32,5.8,22.6,2016-17,0,2.1,0,2.2,0.5,8.1,9.4,0.441,0.2,,0.4,0.7,-3.7,14,11,1.3,NBA,20.1,110,1.9,0,15.9,1.8,0.8,Sasha Vujacic,0.3,-2.8,0.033,1.6,0,0.333,4.5,0
894,0,-2.2,15.1,10.2,0.75,15,0.444,0,0.138,0.7,PF,-0.1,0,0.3,0.31,14.8,0.7,-0.2,0.4,2,0.625,6.8,195,3.3,94,0.4,NYK,4.9,4.3,0.389,0.31,0.172,0.1,-0.006,2,0,2,0.3,1.3,0.414,0.069,0.69,0.556,0.625,1,1.3,1.5,2.9,16.3,0.483,0.1,0.8,0.4,6.9,28,1,15.9,2016-17,0.5,4.8,0.3,4.1,0.4,4.6,6.1,0.494,0.3,0.2,1.3,2,-6,12,7.4,0.8,NBA,13.1,113,1.6,1,11.8,1,1.4,Lance Thomas,0.3,-3.8,0.069,2.3,0.017,0.31,6.1,0
901,0,0.4,20.2,19.8,0.5,20.9,,0,0.306,0.6,PF,0.1,0.2,0.7,0,19.8,0,0,0.49,2.8,0.542,17.5,121,4.1,104,0.3,IND,4.2,5.2,0.5,0,0.286,0.4,0.093,2.2,0,0,1.5,1.2,0.49,0.082,1,,0.533,,1.2,0,10.8,10.1,0.49,0.1,7.3,3.5,17.8,27,3.2,8.8,2016-17,0.3,4.1,2,9.7,,0,10.5,0.493,0.2,0.571,2,2,-1.3,12,19.8,0.8,NBA,23.2,105,16.4,4,12.1,1.6,1.1,Kevin Seraphin,0.3,-1.7,0.204,3.7,0.102,0.204,9.7,0
903,0,-1.1,29.2,15,0.773,24.2,0.379,22,0.226,1.5,PF,1.6,2.1,1.3,0.355,23.3,2.1,0.6,0.507,2.1,0.623,19.3,746,10.2,114,0.6,NYK,19.9,5.6,0.405,0.355,0.146,1.7,0.135,5.5,0,3.1,1.9,0.9,0.461,0.252,0.645,0.129,0.722,0.957,0.9,5.6,6.3,33.9,0.529,0.5,2.7,4,10.9,21,1.9,14.4,2016-17,0.415,15.9,2.5,7.6,0.5,8.3,8.2,0.564,3.1,0.353,5.2,7.3,1.1,22,11.6,4.5,NBA,17.4,110,5.9,30,7.6,5.9,3.8,Kristaps Porzingis,4,2.2,0.152,7.4,0.092,0.12,10.8,0
908,1,2.7,19.4,14.5,0.7,16.7,0,4,0.526,0.9,PF,0.7,1,1.1,0.031,14.9,0,0.4,0.596,3.1,0.643,20.1,324,4.3,118,0.3,NYK,5.7,7.2,0.593,0.031,0.062,1.2,0.152,2.8,0,0,2,0.9,0.577,0.206,0.969,0,0.686,,0.9,0.1,11.8,14.7,0.577,0.3,6.6,6.7,16.2,26,3.8,8.9,2016-17,0.3,4.4,4.2,8.6,,0.5,9.5,0.595,0.6,0.333,2.5,2.5,3.4,22,17.2,2.2,NBA,20.3,107,14.2,7,15.9,3.1,2.1,Kyle O'Quinn,0.9,0.7,0.103,4.8,0.093,0.278,8.6,0
915,0,0.8,17.6,17,0.645,16.9,0,22,0.363,0.9,C,0.7,1.5,0.8,0.005,17.1,0,0.2,0.469,1.6,0.596,15.8,623,9.6,109,0.1,CHI,9.9,3.3,0.383,0.005,0.311,1.9,0.112,3.9,0,0,3.9,0.2,0.467,0.146,0.995,1,0.506,,0.2,0,4.3,28.3,0.467,0.7,6.9,5,13.9,28,1.4,7.9,2016-17,0.476,9.6,3.3,8,0,0.1,6.9,0.483,0.9,0.485,4.5,4.5,-0.7,22,14.4,1.6,NBA,14.4,106,14.5,8,8.1,2.5,1.9,Robin Lopez,1.4,-1.5,0.099,7.8,0.057,0.222,8,0
917,0,0.2,15,11.7,1,17,0.238,3,0.224,0.4,PG,-0.1,0.2,1.2,0.313,17,0.3,-0.1,0.348,1.5,0.063,8.7,198,3.1,94,0.8,CHI,3.9,5.3,0.333,0.313,0.149,0.1,0.048,1.3,0,1.3,0.1,3,0.313,0.179,0.687,0.333,0.6,0.8,3,1.4,13.2,13.2,0.351,0.3,0.5,0.8,5.6,24,4.6,14.1,2016-17,0.111,4.5,0.5,4.1,0.286,5.3,5.1,0.408,0.8,0.2,1.1,1.4,-3.1,15,5.8,3,NBA,10.5,104,1.1,2,7.7,3,1.4,Jerian Grant,0.8,-3.2,0.134,1.5,0.03,0.179,5.3,0
920,2,-0.9,21.7,10.1,0.75,21.1,0.38,0,0.139,0.7,PG,0,0.6,1.6,0.517,20.9,1.8,0.2,0.406,1.6,0.268,13,490,4.4,99,1.1,NOP,9.4,3.2,0.333,0.517,0.048,0,0.056,2.1,0,4.1,0.4,2.5,0.392,0.077,0.483,0.148,0.552,0.878,2.5,4.7,12.1,21.3,0.49,0.5,1,0.2,5.8,25,3.6,19.6,2016-17,0.417,9.1,0.1,4.1,0.375,10.8,4.8,0.502,0.5,0.2,1.8,3.6,-0.7,23,6.2,1.2,NBA,10.3,106,2.1,0,6.9,1.6,1.4,Langston Galloway,0.7,0.2,0.057,2.5,0,0.23,8.2,0
929,0,-1.9,16.4,7.5,1,16.8,0.417,9,0.093,1.6,PG,0.1,0.1,2.6,0.444,13.4,0.7,0,0.533,5.5,0.438,12.2,195,2.1,102,0.4,LAL,4.7,3.7,0.692,0.444,0.056,0.1,0.033,1.8,0,2.5,0.4,1.2,0.481,0.074,0.556,0.25,0.8,0.9,1.2,1.7,27.3,13.9,0.574,0,1.5,0.4,7.7,35,8.9,18.5,2016-17,0.333,3.9,0.2,4,0.333,6,6.2,0.592,0.3,0,1.1,1.9,-2.8,14,8.7,1,NBA,14.4,113,3.3,0,28.3,1,1.1,Jose Calderon,0.3,-0.9,0.167,2.2,0,0.241,6.5,0
936,3,-2.4,33.1,19.1,0.867,29,0.344,22,0.166,1.9,SF,1.3,1.7,2.5,0.316,27.9,2,0.4,0.479,2.8,0.331,19.1,741,12.9,109,1,NYK,22.4,4.3,0.467,0.316,0.072,0.4,0.109,5,0,3,1,1.4,0.436,0.236,0.684,0.122,0.536,0.867,1.4,6,12.7,33.7,0.49,0.3,1.4,1,8.9,32,3.7,16.2,2016-17,0.456,18.9,0.6,9.2,0.438,8.8,7.5,0.537,3.9,0.433,6.2,8.2,-0.1,22,9.5,5.7,NBA,15.9,111,3,6,8.2,6.6,2.9,Carmelo Anthony,4.5,2.3,0.19,6,0.019,0.258,12.2,0
950,0,-1.7,15.9,9.6,0.917,13.6,0.325,18,0.159,0.2,SG,0.6,0.8,1.2,0.29,13.5,0.7,-0.1,0.459,0.4,0.511,9.7,515,4.9,114,0.4,SAC,8.1,3.1,0.5,0.29,0.123,0.1,0.074,2.3,0,1.3,0.3,0.7,0.42,0.261,0.71,0.5,0.455,1,0.7,2,6.8,25.8,0.467,0.2,0.5,0.2,4.9,31,2.3,15.2,2016-17,0.4,6.9,0.1,4.4,0.45,3.9,4.4,0.527,1.7,0.471,2.3,2.9,-2.9,20,5.6,3.2,NBA,10,113,1.1,0,2.5,3.5,1.6,Arron Afflalo,1.8,-1.2,0.181,2.5,0,0.246,5.7,0
964,0,-0.9,12.7,14.1,0.444,16.6,,1,0.675,0.4,PF,-0.1,0,0.3,0,14.1,0,-0.1,0.35,2.1,0.714,9.6,137,2.7,92,0.3,LAL,2.4,7.1,0,0,0.2,0.1,0.003,2.1,0,0,1.3,1.8,0.35,0.45,1,,0.407,,1.8,0,5.2,9.1,0.35,0.1,7.1,1.2,18,25,1.8,4,2016-17,0.5,2.7,0.7,4.9,,0,11,0.376,0.5,0.25,0.9,0.9,-5.7,15,20.4,2.8,NBA,25.4,109,15.6,3,11.1,6.4,1.3,Thomas Robinson,1.2,-4.8,0.05,3.4,0.15,0.075,4.9,0
966,0,-0.8,16.6,11.2,0.45,12.9,,0,0.725,0.3,PF,0.4,0.6,0.3,0,11.2,0,0.1,0.625,1.1,0.68,15.8,182,2.7,128,0.1,MIA,3.9,5.9,0,0,0.2,0.2,0.158,1.7,0,0,1.5,0.6,0.625,0.5,1,,0.655,,0.6,0,4.4,12.1,0.625,0.2,6.5,1.3,13.8,26,1.4,3.1,2016-17,0.5,2.7,0.8,7,,0,7.3,0.605,0.6,0.625,1.7,1.7,-0.8,15,14.5,2.5,NBA,15.7,108,13.2,11,7.6,5.6,1.4,Willie Reed,1.3,-0.1,0.05,3.3,0.3,0.025,7,0
968,0,-4.3,23.2,19.3,1,22.9,0.25,0,0.5,0.2,PF,0,0,0.1,0.167,23.2,0.1,-0.1,0.5,1.9,0.7,16.4,49,2.2,105,0,BRK,2.7,3.9,0.25,0.167,0.083,0.2,0.048,0.7,0,1,0.9,0,0.458,0.042,0.833,0.5,0.5,1,0,0.4,3.7,5.4,0.479,0,7.7,3.2,13.5,21,1,9.3,2016-17,1,2.7,1.9,9.6,0,3.9,5.8,0.491,0.1,0.5,1.1,1.2,-6.6,9,15,1,NBA,12.9,114,17.2,2,7.6,1,0.4,Chris McCullough,0.1,-2.3,0.083,1.6,0.167,0.167,10.6,0
975,0,-0.8,33.5,15.8,0.809,29.2,0.378,19,0.21,2.1,C,1.2,1.5,2.3,0.381,25.5,2.2,0.6,0.5,3.4,0.411,22.8,539,9.5,111,0.6,BRK,20.1,3.8,0.25,0.381,0.299,1.7,0.134,3.5,0,3.7,1.8,1,0.454,0.323,0.619,0.117,0.607,1,1,5.8,15.2,28.4,0.526,0.3,3.1,4.6,8.9,28,3.9,13.4,2016-17,0.375,15.3,2.8,7.9,0.462,9.7,5.9,0.575,4,0.483,4.7,6.9,2.5,19,10,6.7,NBA,13.1,111,6.8,13,10.5,8.2,2.3,Brook Lopez,4.9,3.3,0.082,5.4,0.045,0.027,11.6,0
988,0,-0.3,19.5,9.6,0.793,17.7,0.416,8,0.076,0.9,SF,0.7,1.3,2,0.416,16.5,1.3,0.3,0.463,2,0.2,13.3,589,4.5,110,0.5,UTA,9.1,2.5,0.273,0.416,0.184,0.1,0.104,2.9,0,2.8,0.4,1.1,0.443,0.157,0.584,0.377,0.786,0.813,1.1,3.2,13.2,24.5,0.53,0.6,0.9,0.4,7,35,4.3,16.6,2016-17,0.462,7.7,0.3,4.4,0.31,6.9,6.1,0.554,1,0.529,2.1,3.4,0.3,24,7.7,2,NBA,12.8,107,2,0,10,2.6,1.2,Joe Johnson,1.2,0.6,0.141,3.3,0,0.178,7.3,0
996,0,1.1,12.8,9.3,0.765,15.6,0.25,14,0.352,1.4,SF,-0.3,0,2.7,0.222,12,0.3,-0.2,0.345,2.9,0.276,8.7,425,4.7,92,0.9,BRK,6.4,5.2,0.375,0.222,0.194,0.6,0.003,4.1,0,0.7,0.5,1.9,0.324,0.472,0.778,0.208,0.316,0.833,1.9,1.3,16.2,23.6,0.352,0.3,1,1.8,9.1,22,5.3,10.7,2016-17,0.353,6,1.1,3.2,0.2,2.7,8.1,0.441,2.2,0.381,1.6,1.9,-3.5,18,10.2,4.3,NBA,18.1,110,2.2,3,16.6,5.7,2.6,Rondae Hollis-Jefferson,2.8,-4.5,0.157,4.6,0.046,0.074,3.9,0
1003,0,-2.5,23.3,6.8,0.714,17.3,0.383,3,0.081,0.3,SG,0.5,0.6,2,0.635,18.5,3,0.2,0.63,0.5,0.765,16,204,4.5,124,1,MIA,15.5,1.3,0.647,0.635,0.027,0,0.146,1.8,0,4.5,0,1.5,0.473,0.095,0.365,0.191,1,0.722,1.5,7.8,9.9,34,0.595,0.1,0,0,2.8,29,3,20.9,2016-17,0,12.3,0,4.3,0.444,11.8,2.8,0.603,0.8,0,2.8,5.8,1,6,2.9,1.3,NBA,5.9,110,0,1,2.5,1.8,0.8,Wayne Ellington,1.2,3.5,0.027,1.8,0.014,0.23,8.8,0
1008,0,-3.6,25.3,10.8,0.855,21.7,0.333,21,0.312,1.5,SF,0.9,0.9,1.5,0.43,19,1.6,-0.2,0.548,2.5,0.5,14.4,589,6.4,110,0.4,BRK,15,2.8,0.316,0.43,0.084,0,0.07,2.8,0,2.7,0.5,0.6,0.456,0.321,0.57,0.196,0.649,0.971,0.6,4.9,8.8,28,0.527,0,0.9,0.1,5.6,27,2.5,14.5,2016-17,0.5,11.3,0.1,5.9,0.55,8.2,4.7,0.582,3.1,0.45,3.5,5.1,-3.2,21,6.3,5.2,NBA,10.6,116,2,9,10.3,6.1,1.7,Bojan Bogdanovic,3.6,0.5,0.093,3.3,0.046,0.08,8.7,0
1016,0,-7.5,0,0,,14.9,0,0,0,0,PF,0,0,0,1,16.5,0,0,,0,,-5.3,3,0,0,0,CHO,0,0,,1,0,0,-0.252,2,0,0,0,0,0,0,0,0,,,0,1,0,3,0,0,0,0,33,21,0,25,2016-17,,1,0,0,,16.5,33,0,0,,0,0,-27.5,1,35.4,0,NBA,69.5,94,0,0,0,0,0,Christian Wood,0,-20.1,0,2,0,0,0,0
1020,0,-0.8,16.1,8.1,0.667,14.7,0.379,1,0.271,0.3,SG,0.3,0.6,0.9,0.45,14.6,1,0,0.451,0.9,0.844,10.4,437,3.1,107,0.6,PHI,6.2,5.1,0.2,0.45,0.124,0.2,0.066,2.3,0,2.5,0.6,1.5,0.419,0.14,0.55,0.31,0.571,1,1.5,2.5,7.7,19,0.504,0.3,1.5,0.9,7.4,25,2.4,14.9,2016-17,0.4,5.6,0.6,3.6,0.444,6.6,5.9,0.519,0.5,0.375,1.4,2.3,-2.1,23,8.1,1.4,NBA,12.8,110,3.3,1,5.5,2,2,Hollis Thompson,0.8,-1.3,0.078,2.8,0.008,0.078,6.1,0
1023,0,-1.4,18.3,5.5,0.727,16.3,0.39,3,0.244,1.6,SG,0.4,0.6,1.9,0.595,13.7,1.7,0,0.559,3,0.474,10.8,609,3,105,0.4,PHI,9.8,3,0.143,0.595,0.077,0.5,0.049,2.4,0,3.2,0.3,0.7,0.458,0.262,0.405,0.19,0.756,0.795,0.7,4.3,11.4,26.5,0.574,0.2,0.5,1.4,5,23,3.5,17.2,2016-17,0.429,7.3,0.9,3.1,0.474,8.1,4.5,0.6,1.4,0.231,1.7,3.3,-1.9,23,5.5,2.6,NBA,9.8,112,1.1,5,16.5,3.6,1.6,Nik Stauskas,1.9,-0.5,0.042,2.7,0.03,0.042,6.3,0
1025,0,-0.3,25.2,21.4,0.532,23.9,,6,0.381,1.3,C,0.1,0.4,0.9,0,21.4,0,-0.1,0.519,3,0.34,15.3,420,9.5,99,0.4,PHI,11.2,5.7,0,0,0.392,1.2,0.047,3,0,0,1.4,0.8,0.519,0.26,1,,0.768,,0.8,0,8.2,22.1,0.519,0.4,3.1,4.2,9.8,21,2.1,6.1,2016-17,0.367,9.5,2.6,11.1,,0,6.7,0.528,1.3,0.423,4.9,4.9,-3.4,19,10.8,3,NBA,14.7,108,6.8,5,11,5.5,2.5,Jahlil Okafor,2.5,-3.2,0.166,4.4,0.028,0.061,11.1,0
1029,1,0.1,9,8.1,0.692,12.5,0.154,0,0.329,1.3,PG,0,0.4,4.2,0.159,9.6,0.1,-0.2,0.449,3.6,0.129,11.1,422,3,98,1.2,PHI,3.3,4.5,0.417,0.159,0.22,0.1,0.049,1.8,0,0.2,0.4,3.3,0.402,0.159,0.841,0.154,0.63,0.5,3.3,0.6,34.4,18.3,0.415,0.4,1.2,0.6,6,24,11.4,11.2,2016-17,0.25,3.6,0.4,3.6,0,1.5,4.8,0.439,0.4,0.333,1.3,1.4,-3.5,23,6.6,1.1,NBA,10.5,107,2.6,0,26.1,1.5,1.7,T.J. McConnell,0.6,-3.6,0.146,2.2,0,0.146,3.9,0
1041,1,2,21.1,13.4,0.621,19.1,0.35,2,0.443,0.9,PF,0.4,0.8,0.9,0.189,16.5,0.4,0.3,0.558,2.8,0.792,17.8,318,4.5,109,0.6,PHI,7.1,6.9,0.455,0.189,0.17,1,0.125,3.1,0,1.1,1.6,1.9,0.519,0.274,0.811,0.35,0.745,1,1.9,1.1,9.3,16.7,0.552,0.4,4.7,4.8,13.9,23,2.7,9.5,2016-17,0.3,5.6,3,7.5,0.571,3.1,9.2,0.568,0.9,0.278,2.5,2.9,1.3,19,15.2,2.8,NBA,20,104,10.4,22,13.2,4.5,2.3,Richaun Holmes,1.5,-0.7,0.094,4.7,0.217,0.104,8.6,0
1044,0,0.8,15.5,8.5,0.49,14.4,0.355,0,0.385,0.7,SF,0.1,0.6,0.4,0.298,12.1,0.5,-0.1,0.521,1.6,0.658,9.9,417,3.5,100,0.6,TOT,6.3,5,0.273,0.298,0.154,1,0.075,2.5,0,1.3,0.3,1.4,0.471,0.471,0.702,0.484,0.675,1,1.4,1.5,3,19.9,0.524,0.6,0.7,3.9,6.8,22,1,11.3,2016-17,0,5,2.4,4.4,0.467,3.6,6.1,0.53,1.1,0.5,1.8,2.3,-3.1,21,7.7,2.8,NBA,13.4,104,1.6,15,10,5.7,2,Jerami Grant,2.3,-3.9,0.058,2.8,0.144,0.106,5.7,0
1048,0,1.5,15.1,4.6,0.742,17.7,0.301,20,0.207,1.7,SF,-0.8,0,1.1,0.707,15.6,1.9,0.1,0.333,3,0.647,8.9,553,2.6,85,1.9,PHI,8.4,4.5,0,0.707,0.052,0.7,-0.001,4.1,0,3.3,1.1,3.4,0.31,0.178,0.293,0.098,0.417,0.919,3.4,6.2,5.9,27.7,0.417,0.8,2,2,9.2,26,1.9,19.1,2016-17,0.667,8.7,1.3,1.5,0.083,11,7.3,0.448,1.2,0,0.9,2.7,-1.1,20,10.1,2.1,NBA,15.8,104,4.4,0,15,2.8,2.5,Robert Covington,1.6,-2.6,0.017,5.2,0.006,0.017,4.8,0
1052,0,-1.1,16.5,6.5,0.88,15.3,0.276,0,0.141,0.7,SG,0.2,0.6,1,0.563,14.9,1,0,0.542,1.8,0.406,9.2,455,2.7,104,0.8,CHI,6.8,3.4,0.438,0.563,0.126,0,0.068,1.5,0,2.3,0.2,1.9,0.393,0.185,0.437,0.316,0.579,1,1.9,3.5,7.4,20.7,0.47,0.4,0.6,0.2,4.2,25,2.5,17.8,2016-17,0.286,6.1,0.1,3.5,0.25,8.4,3.6,0.51,1,0.706,1.5,2.4,-2,22,4.4,2.4,NBA,7.6,108,1.2,2,9.9,2.8,1.4,Isaiah Canaan,1.1,-0.8,0.052,1.7,0.015,0.119,5.9,0
1071,2,-0.6,27.9,12.7,0.818,24.5,0.299,0,0.297,0.6,C,0.8,1.4,0.7,0.424,22.1,0.9,0.2,0.516,2,0.638,18.5,356,4,114,0.3,LAC,8.7,9,0.467,0.424,0.133,0.5,0.19,3.5,0,2.8,1.3,1.1,0.424,0.348,0.576,0.104,0.638,1,1.1,2.9,6.9,15.5,0.487,0.6,4.2,2.5,15.4,29,2.1,14.9,2016-17,0.5,6.9,1.5,6.6,0.286,9.4,11.2,0.546,2,0.286,2,2.9,0.7,23,17.2,6.3,NBA,24.7,101,9.5,2,7.1,7.7,2.8,Marreese Speights,2.4,1.3,0.051,4.8,0.025,0.095,9.4,0
1078,0,-1.4,7.3,4.7,0.5,12.2,0.231,0,0.136,0.4,SG,-0.2,-0.2,0.7,0.591,11.5,0.3,-0.1,0.222,2.1,1,1.3,96,1,67,0.2,MIN,1.6,2.1,0.167,0.591,0,0.2,-0.095,1,0,1.6,0,1,0.227,0.091,0.409,0.615,0.333,1,1,1.4,8.5,10.7,0.295,0,0,1.8,4.7,31,3.1,19.1,2016-17,,2.4,1,1,0.25,6.8,4.7,0.306,0.1,,0.2,0.6,-7.5,9,5.4,0.5,NBA,11.4,113,0,1,14.9,1,0.4,Brandon Rush,0.2,-6.1,0,1,0.045,0.273,2.6,0
1081,0,0.3,11.8,11.8,0.2,15.6,0,0,0.294,0.3,PF,-0.1,-0.1,0.3,0.118,13.3,0,-0.1,0.467,2.4,0.857,5.4,61,1.5,76,0.1,GSW,1.5,2.4,0.25,0.118,0.235,0.3,-0.04,1,0,0,0.1,0.8,0.412,0.294,0.882,0.5,0.8,,0.8,0.2,6.2,6.1,0.412,0.1,0.8,3.8,8.6,24,2.4,9.9,2016-17,0,1.7,2.4,5.5,0,1.6,7.8,0.391,0.1,0.5,0.7,0.7,-7.3,10,9.8,0.8,NBA,16.7,106,1.9,3,13.5,3.9,0.3,James Michael McAdoo,0.5,-7.6,0.118,1.1,0.176,0.235,5.5,0
1083,0,1.6,19,11,0.6,13.2,0.333,1,0.725,0.2,PF,0.6,0.8,0.5,0.075,11.9,0.1,0.2,0.703,0.9,0.769,19.9,161,1.9,144,0.2,GSW,3.2,8.3,0,0.075,0.125,0.6,0.25,1.6,0,0.3,0.9,0.9,0.675,0.375,0.925,0,0.828,1,0.9,0.2,8.4,8.1,0.688,0.2,5.1,5.2,14.6,20,3,4.9,2016-17,,2,3.3,7.7,,0.9,9.5,0.687,0.5,0.4,1.3,1.4,4,20,16.6,2.7,NBA,20.3,103,12.4,10,6,4.5,1.4,Kevon Looney,0.8,2.4,0,2.5,0.275,0.075,8,0
1090,1,-0.6,12.3,9.6,0.5,11.5,0,0,0.234,0.7,PG,0.4,0.7,1.8,0.013,9.7,0,0,0.579,2,0.5,9.6,380,3.5,113,0.4,GSW,4.5,4.2,0.3,0.013,0.143,0.1,0.085,1.6,0,0,0.5,1.1,0.571,0.26,0.987,0,0.833,,1.1,0,13,17.3,0.571,0.3,1.5,0.4,5.9,31,4.9,11,2016-17,0.486,3.5,0.3,5.5,,0.1,4.4,0.571,0.5,0.727,2,2,-2.1,22,6.8,1.3,NBA,9.4,109,3.7,8,15.7,2.5,1.5,Shaun Livingston,0.9,-1.5,0.481,2.1,0.117,0.13,5.5,0
1097,0,0.5,11.2,5.3,0.529,10.5,0.296,0,0.359,0.6,SF,0.8,1.4,3.5,0.462,9.9,0.7,0.4,0.603,1.2,0.658,11.7,566,2.7,120,0.9,GSW,5.8,2.5,0.5,0.462,0.034,0.3,0.119,2.9,0,1.4,0.5,1.7,0.462,0.145,0.538,0.444,0.714,0.938,1.7,2.3,17.7,24.6,0.53,0.6,0.9,1,6.5,33,6.8,14.6,2016-17,0,5.1,0.6,3.2,0.292,4.6,5.6,0.534,0.4,0,1.7,2.3,0.9,23,7.4,0.8,NBA,11.9,107,2.3,19,10.1,1.4,1.3,Andre Iguodala,0.7,0.4,0.009,3.3,0.171,0.137,4.6,0
1102,0,4.6,15.6,8.1,0.677,15.6,0.329,22,0.434,1.9,PF,1.6,3.1,7.3,0.372,12.9,1.1,1.7,0.496,2.7,0.738,19.3,729,5.6,119,2.3,GSW,10.8,4.2,0.5,0.372,0.148,1.4,0.203,6.7,0,1.6,1.8,3.3,0.434,0.332,0.628,0.041,0.647,0.958,3.3,3.3,28,33.1,0.495,1.4,2.6,3.3,12.3,26,10.6,11.7,2016-17,0.143,8.9,2,4,0.667,4.8,9.6,0.53,2,0.138,2.8,3.9,7,22,14,2.9,NBA,20.6,99,6.4,18,15.4,4.3,2.9,Draymond Green,3,2.5,0.036,8.5,0.092,0.01,5.6,0
1112,4,-1.5,37,11,0.929,29,0.401,23,0.218,3,PG,3.1,4,5.8,0.556,24.8,3.9,1.7,0.599,4.2,0.491,25.9,770,7.7,122,1.8,GSW,25.9,3.7,0.5,0.556,0.083,0.3,0.25,3.4,0,5.5,0.6,2.5,0.489,0.316,0.444,0.162,0.724,0.73,2.5,9.7,26.5,33.5,0.6,0.9,0.9,0.6,5.7,28,8.3,18.3,2016-17,0.368,17.3,0.4,6.6,0.417,13.8,4.8,0.656,5.1,0.515,4.6,8.5,6.8,23,6.5,7.3,NBA,10.3,106,2.1,0,13,7.8,2.6,Stephen Curry,5.5,8.3,0.048,4,0.003,0.095,12.1,0
